text_translated,liststring
"the qposin application was difficult to open yesterday, played just wrote it wrong, tried it",aplikasi qposin susah buka kemarin muter melulu tulis salah coba sat
"please, please fix the application, it's hard to check the slu store's basic address, sub-district head, village head dl slu error 50 wrong 2 1 1 slu order pick up cod by post check postage slu error performance level dizzy chasing this cstmer but the application supports it if it's normal it goes up stars",tolong donk aplikasi benah toko slu sulit cek alamat dasar camat lurah desa dl slu eror 50 salah 2 1 1 slu order pick up cod by pos cek ongkos kirim slu eror tingkat performa pusing kejar2 cstmer ini tapi aplikasi dukung kalau da normal naik bintang
"I was surprised that the list was successful, but Lin said it was wrong, forgot to enter the PIN with the name of the cellphone number, email, ech, also said two, don't know how complicated it is",heran daftar sukses tapi dipake lin bilang salah lupa pin masuk dg nama no hp email ech juga bilang dua tidak kenal ribet banget sich
"bad, bad, bad courier",jelek parah kurir kbykan nakal tulis nomer terima nomer kirim kurir hubung beli kirim kirim status blom ubah barang uang blom stor kirim 2 uang setor pdahal kirim alamat sama
"online booking but the application blanks the white screen, please be kind, web booking is complicated, what's the total cod?",online boking tapi aplikasi ngeblank layar putih tolong baik boking web ribet fe cod total apa
give 1 star install always error please be good application don't look like gin it's easy cod but where's the proof the application always crashes money loss 10 thousand postal terror but application error,kasih bintang 1 instal slalu eror tlong baik aplikasi jngan kyak gin ktnya mudah cod tapi mna bukti aplikasi slalu eror rugi uang 10 ribu teror pos tapi aplikasi eror2en
"mbok a good application, easy to play around with a signal using wifi, the rainbow is blurry because it's difficult to enter",mbok aplikasi baik mudah muter muter sinyal pakai wifi pelang kabur gara gara sulit masuk
"cod application between web posts, complete printout of invoices, cod, qposin application, free of charge, using the application, good effort, business services, plus post",aplikasi cod antar pos web lengkap printout invoice cod aplikasi qposin ngak kena biaya mengunakan aplikasi upaya baik layan bisnis tambah pos
"the cod system is disappointed, the courier is naughty, the package receives the customer, the deposit money, reports the claim, it's hard to report, where if it's like gin cod, the postal is quiet",sistem codnya kecewa kurir nakal paket terima pelang uang setor lapor klaim susah lapor mana kalau kayak gin cod pos sepi
"automatic receipt numbers are really automatic, ex-partners try to cheat on the auto-receipt system, split neighbors have a big problem. Indonesian SMEs support postal Indonesia because it's cheap, admin cod fees are not to dl. Suggestions for sending express 3 5 days are removed by changing qcom 1 2 days, while the express is not correct, the express express goes to the urban area of ​​the sub-district can't express",no resi otomatis bener2 otomatis tetanga belah mantan coba contek sistem resi otomatis tetanga belah kendala berat umkm indonesia dukung pos indonesia karena murah biaya admin cod tidak to dl saran kirim kilat 3 5hari dihilangkn dignti qcom 1 2hari sedangkn expres tidak benar2 expres expres tuju daerah perkotan camat tidak bisa expres
"users of the cod application use an oath, they really regret talking about screenshots, send them a complaint, signpost kakau ho hp pos indonesia center no complaints",penguna aplikasi cod pakai pakai sumpah nyesel banget bicara screnshot kirim kirim komplen plang kakau ho hp pos indonesia pusat no komplen
"complicated, simple, fully automatic cod post, total shopping, the name of olshp immediately appears now, the manual should be simple, it's more complicated, it's complicated, now there is an admin fee",ribet simpel pos cod serba otomatis total belanja nama olshp lansung muncul skarang maual seharuse baru simpel semkin ribet tru ribet sekarng ada biaya admin
Serving severe cod balance diup loss of working capital capital no loss of deposited capital,layan cod parah saldo diup rugi modal usaha modal tidaj rugi modal mengendapnyam
"looks good, simple, easy to operate, the application helps forward cod transactions pt pos Indonesia",tampil bagus simple mudah mengoprasikanya aplikasi bantu transaksi cod maju pt pos indonesia
"this is a great online business application like an application that helps the cod system be safe, fast, successful, pt pos Indonesia, I hope it's good",mantap ini aplikasi bisnis on line kayak apl bantu sistem cod aman cepat sukses pt pos indonesia moga baik
"it's not easy to complain, isn't it the direct chat feature, the email feature, the cal center isn't efficient, if you need a quick complaint, not recommended",ngak mudah pelang komplain ngak fitur direct chat fitur email sm cal center ngak efisien pdhl butuh komplain cepat not recomended
"using the post has really disappointed Sidoarjo's package up to 4 until cs also contacted me, the response was really fast, when I delivered the address, I wrote down the number of damaged oil, when I took the post, I wrote the address, the number is correct, please read it, please be kind",pakai pos sudah bikin kecewa banget paket diri sidoarjo sampai 4 sampai cs hubungin juga lm banget responya pas antar nemu alamat gegara tulis nomor rusak minyak kmasan pas ambil pos tulis alamat nomor bener2 mas baca tolong baik
"The apk belonging to SOEs is of substandard quality, the postal package tariff meeting area is also available, but because it's small, it hasn't worked well because it's used to delete it",apk milik bumn kualitas bawah standar daerah temu tarif paket pos juga sedia tapi karena kece belum sukses baik karena guna hapus
"I was wrong to sell online, the cod feature helps, it's easy, it's okay, I hope I post forward, it's easy, the cod process makes 2 addresses, paste the qob number for the package, thank you",saya salah jual online fitur cod bantu mudah baik2 kendala harap saya pos maju mudah proses cod bikin alamat 2 tempel nomor qob paketanya terimakasih
"innovative application for baseball players from the Mageran community, sending home mail packages, tracking, sending real time, thanks, Pos Indonesia, successful innovation, direction",inovatif aplikasi guna pebisol masyarakat mageran kirim kirim paket surat rumah tracking kirim real time terimakasih pos indonesia sukses inovasi arah
"please post office, it's an old expedition, it's good to service the qposin application, right, online buses are easy and new, the application should be more used, this is an error where it's cool",tolong kantor pos slaku expedisi tua ina baik layan aplikasi qposin kan bas onlen mudah dn baru aplikasi hrusnya lbh dipake ini eror dmana2 asik
"if it's four stars, give four stars, if the new version is launched using cod, after changing it's complicated, it's complicated. Notifications, if changing, it's complicated, looking for information, then find youtube, order the post office, post office, bad boss",kalau bintang empat kasih bintang empat kalau versi baru luncurin pakai cod setelahganti ribet seribet ribetnya pemberitahuan kalau ganti ribet cari cari informasi akire nemu youtube suruh kantor pos kantorpos bos buruk
"update then the location system turns on, thousands of packages are complicated, it's difficult to enter sometimes",update trus sistem lokasi nyala ribu paket ribet susah entri kadang kadang
how do hand packages receive cod money transfer account 2 weeks of application balance transfer less than rp 1 delivery history lost meaning please serve the customer good customer loss,bagaimana paket tangan terima uang cod transfer acount 2 mingu transfer saldo aplikasi kurang tingal rp 1 history pengirman hilang maksud tolong layan baik customer rugi pelang
send shope package free shipping tell me to pay postage for goods buy shope status pack a complaint is money the price is very trade,kirim paket shope gratis ongkos kirim suruh bayar ongkos kirim barang beli status shope kemas komplain alah uang harga banget dagang
"easy postal application, transactions, sending goods, only entry, pick up duty, pick up jaya pt pos Indonesia",aplikasi pos mudah transaksi kirim barang tingal entry nga tugas pickup ambil jaya pt pos indonesia
"the application uses a generate password, but the website is a 3 package application with code errors",aplikasi pakai generate paswordnya tahi sih webnya aplikasi 3 paket bertumpuk eror kode
"regarding the failed cod package, it is clear, write down the full address, write the full address, the telephone number, accept, include the receipt, says the postal confirmation package, the package, the status process failed",perihal paket cod gagal terang tulis alamat lengkap tulis alamat lengkap nomor telfon terima cantum terima bilang paket konfirmasi pos paket proses status gagal
"it's difficult to use, login confirmation using media, open password, generate mobile phone, use web transactions like a marketplace, other confirm users using gmail, transaction billion, when generate when cellphone is damaged, evaluate so it's okay",sulit pemakaianya login konfirmasi pakai media buka pasword pas generate hp web transaksi mengunakan sperti marketplace lai konfirmasi user mengunakan gmail transaksi milyardtan pas generate pas hp rusak evaluasi biar oke
"Thanks for reviewing Playstore because I'm disappointed with the Indonesian postal service, it's really bad, the delivery is very bad, it's sent using com 1 2, but it's actually 6 items sent by a city neighbour, complaining about email, postal chat, vidapos, but checking the barcode, following the complaint, chat postal employee, the answer is the office, woy",kasih ulas playstore karena kecewa dg layan pos indonesia bener2 buruk pengirimanya sangat kirim pakai com 1 2 tuju tapi nyata 6 barang kirim tetanga kota komplain email pos chat vidapos tapi cek barcode tindak komplain chat pegawai pos jawabanya kantor tuju woy
"it's really bad to use the Indonesian postal service package on 5 8 December 2020 know where the package is, check for updates using the cm application, send the crime scene data on the delivery date, aza it knows again, where is the position of the package, it's competitive with shipping services if you change slowly, consumers will run expedition service",parah banget pakai jasa pos indonesia paket tanggal 5 8 des 2020 tahu juntrung mana posisi paket cek update dengan pakai aplikasi cm data kirim tkp pada tangal pengitiman it aza it tahu lagi ntah dmn posisi paket nys saing dengan jasa kirim kalau ubah pelan pelan konsumen kspok lari jasa expedisi
"I thought PT Pos Indonesia launched a great application, I hope the representative application needs the community to send application mail packages by the nation's children, amazed by the love of Indonesia, the love of Pos Indonesia",nyangka pt pos indonesia luncur aplikasi hebat moga aplikasi wakil butuh masyarakat kirim paket surat aplikasi karya anak bangsa kagum cinta indonesia cinta pos indonesia
"give 2 stars, if it's ok to add an application, why is the price for the receipt of the item, the price of the item, the shipping fee, how about the service fee, please be kind, please post like that",kasih bintang 2 kalau deh ok nambah aplikasi knapa harga apdet resi harga barang harga ongkirnya biaya layananya gmn sih tolong baik pos gitu gin sih
"cod facilities help with trading, minimal online deception, but please be good, the consumer error system, thank you together but the money is in, the reason is the courier deposit is successful, hopefully it will be better in advance",fasilitas cod bantu dagang minim tipu online tapi tolong baik sistem eror konsumen terima kasih bareng tapi duit msknya alasanya kurir setor sukses moga smakin bagus dpn
application difficult easy difficult cooking level order web code appears,aplikasi sulit mudah sulit tingkat masak order kode web tampil
postal assistance for entrepreneurship 1 selling online the cod system uses a delivery service really returns using the postal return Thank God thank you pt pos indonesia,pos bantu berwirausaha 1 jual online sistem cod pakai jasa kirim banget return pakai pos perna return alhamdulilah trimakasih pt pos indonesia
"It's crazy that the features in the complete application are really helpful, so if you send goods, track the location of the goods, it's very easy, it's very complicated, successful postal Indonesia",gila sih fitur dlm aplikasi lengkap bantu banget jadi kalau kirim barang lacak lokasi barang mageran jadi mudah banget ribet sukses pos indonesia
"it's better if the application is already done, the money is used by the courier, the money is used by the courier, if that's the case, it's a loss, please help, the service is good, the service is different from private expeditions",lebih baik aplikasi sudah gitu uang pgm uang dipake sm kurir gitu masuk2 kalau gitu rugi donk tolong baik pelayananya bumn pelayananya beda ekpedisi swasta
"online trading helps postal applications bother ordering using a pickup application, competitive prices, fast pickup, delivery, satisfied",dagang online bantu aplikasi pos repot pesan pakai aplikasi pickup harga saing cepat pickup kirim muas
"What application is this, when I activate, fill in the data in the post office center application, when I activate it, fill in a minimum balance of 10 0 OK, I pay when I go home, why does the pin code open even though I have logged in, I remember the pin, but I submitted the wrong account, I didn't recover my account, I didn't have a cellphone or email notification, thank you for giving 1 star, sorry for release application, please check in detail in the case of Phaman gni",aplikasi apan ini pas aktipin isi data apl pusat kantor pos pas aktip isi saldo mnimal 10 0 oke bayar eeh pas rumah ko kode pin buka pdahal sudah relog login inget pin tapi salah ngajuin pulih akun tidak gda notif hp atw email untung kasih bintang 1 maf rilis aplikasi harap cek dulu seditail kes phaman gni
"please apply for posaja one with the pospay application at least disbursed cod package funds, posaja application notifications, pos-pay application notifications, posaja users don't know the funds have been disbursed, send shadow 10 transactions for cod packages with a nominal amount, what is the sign that the package is complete disbursement, please be responsive, thank you",tolong aplikasi posaja satu dengan aplikasi pospay minimal cair dana paket cod notifikasi aplikasi posaja notifikasi aplikasi pos pay penguna apliaksi posaja tidak tahu cair dana kirim bayang 10 transaksi paket cod dengan nominal bgmana tanda paket selesai pencairanya mudah2an tangap terimakasih
"it's bad to use express postal services on a fast basis, the package is stuck soon, the schedule for the estimated ream of the package",parah mengunakan jasa pos kilat alas cepat paket stuck gera jadwal estimasi rim paket
"when I recover my account, I can't get the code, it's already complicated, it's easy to open, it's complicated to use an application, I'm really disappointed",pas pulih akun gabisa kode sudah kali ribet buka mudah ribet pakek aplikasi kecewa banget
"cool post, top, markotop, easy application, pebisol, send goods, track, send, check postage, also loss, download, hayu mager, download, pos pos Indonesia, progress to success",pos keren pokok top markotop deh aplikasi mudah pebisol kirim barang lacak kirim cek ongkos kirim juga poko rugi deh download hayu mager mager download pos pos indonesia maju sukses
"using the Indonesian postal service is very disappointed, it's better to use an expedition service, dc office goods, but send the location, you're disappointed",pakai jasa pos indonesia sanagt kecewa lebih baik pakai jasa ekspedisi deh barang kantor dc tapi kirim lokasi terima kecewa
"sorry, please be kind, service the cod, leave the cod package, service qcom 1 2, it arrived really 2 weeks, arrived 2 weeks ago, it's already entered the courier's cellphone number, promise to accept it first, if you're taking it, you'll meet it, return it, open a confirmation of sale, accept it first, sell it at a loss, pay for the double postage if the customer accepts it because claman",maf tolong baik layan codnya titip paket cod sen layan qcom 1 2 nyampe banget smpe 2 mingu nyampe2 sudah gitu masuk nomer hp kurir janji dg terima dulu kalau nganter ktemu return buka konfirmasi jual terima dulu gin jual rugi bayar ongkos kirim double itu kalau customer nerima krna klaman
"Pos Indonesia recruits couriers, re-directs the package, the message is rainbow, the address is home, please call the recipient, the message is often returned because the package reaches the Jabodetabek area, the cooperation",pos indonesia rekrut kurir arah ulang paket pesan pelang alas alamat hun rumah tolong telpon si terima seringkali pesan retur gara2 pketnya sampai2 daerah jabodetabek kerjasamanya
"the tai application makes it difficult to register, recover an qpos account, send using complicated post, postal service because of the application",aplikasi tai bikin repot dftr pulih akun an qpos kirim pakai pos ribet jasa pos gara aplikasi
"application for the post office, check rates, track, send assignments, pick up locations, thank you, postal Indonesia, hopefully it will prosper",aplikasi guna kantor pos cek tarif lacak kirim tugas pick up lokasi kirim terimakasih pos indonesia moga maju jaya
"Cod service is fast, it's complicated to queue up to take money from the post office, transactions using paspay are practically durable",layan cod cepat ribet dlm buat antri ambil uang kantorpos transaksi pakai paspay praktis tahan
"please tell the central post office 1 menu tracking active packages automatic menu without input page receipt number to sell, know update send 2 if goods arrive, please deliver directly drop manifest accept kpc system direct fund authorization pgm sell 3 please create reminder alert system send cod untill but funds system 3 realm of fraud 4 thanks cod",tolong disampaiakan kantor pos pusat 1 menu lacak paket aktif menu otomatis tnpa input no resi halaman biar jual tahu update kirim 2 kalau brng sampai tolong antar lngsung drop manifest terima sistem kpc otorisasi dana lamgsung pgm jual 3 mohon buat reminder alert sistem kirim cod smpe tapi dana sistem 3 ranah fraud 4 trimakasih cod
easy postal application cod send money fast cod account easy pick up post office near steady hopefully Indonesian postal blooms,aplikasi pos mudah cod kirim uang cod cepat rekening ambil mudah kantor pos dekat mantap moga kembang pos indonesia
"very good application, thank you very much for helping online trading such as rainbow cod hesitate to buy a successful cod transfer rainbow",aplikasi bagus banget terimakasih sagat bantu dagang online seperti cod pelang ragu beli pelang transfer cod sukses
"steady, hopefully, at the level of the history module module level, the shipment is estimated to be accurate",mantap mudah2an depan tingkat modul modul histori lacak kirimanya estimasi biar akurat
"Alhamdulillah, thank you, Pos Indonesia, satisfied with the good service, breakthroughs, to help with the delivery of goods",alhamdulilah terimakasih pos indonesia puas dg layan baik terobosan2 bantu dlm kece barang ongkos kirim
"Postal goods from Jogja Medan are slow processing from Jogja, East Jakarta, then Soekarno Hata is fast and then it lags there, going back and forth, checking tracking but not updating, complaining about an appeal against the Indonesian Postal Service.",barang pos dari jogja medan lambat proses dari jogja jakarta timur trus soekarno hata cepat trus nyendat situ sat bolak ratus chek tracking tapi belum update mngeluh banding banding jasa keluh bang pos indonesia
"It's easy to show, install, download, to check rates, track, send, order, send, send, directly, pick up the principal, complete the service",mudah tunjuk instal downloadnya guna cek tarif lacak kirim order kirim kirim lngsng jemput pokok lengkap layananya
"pt postal service is like gin, forced the cod system to buy, contact the courier with the cellphone number, the receipt system is simple, like private couriers, it's complicated to use print",pt pos layan kayak gin paksa sistem cod beli hubung kurir nomor hpnya sistem resi simpel kayak kurir2 swasta ribet pakai print gitu
"the application speaks carelessly, the list fails, the writing of the device identity, installs the list",aplikasi berbicara sembarangan daftar gagal tulisanya identitas perangkat instal daftar
"update input, send local area using regular, recommend using premium, expensive shipping, please be kind",update input kirim area lokal pakai reguler rekomendasi pakai premium ongkos kirim mahal tolong baik
"simple application, easy to teach advice, try to access the wide area of ​​the island of Java, reach",aplikasi simpel mudah ajar saran coba akses luas wilayah pulau jawa jangkau
train couriers to serve cod package play thank you go thank you say cod courier say package tera invoice cod how do you make emotions make it difficult to take care of it please be kind,latih kurir layan cod paket main kasih terima pergi terima bilang cod kurir bilang paket tera invoice cod bagaimana sih bikin emosi bikin ribet ngurusnya tolong baik layan
"qposin web, the goods return, the web application, the order transaction adds, how is it that the cod order is really slow",web qposin karuan barang return aplikasi web transaksi order nambah gmn sih lambat banget oderan cod banget
"is it good, selling stones online, please be kind, write down the address, receive it, it's really difficult to find the sub-district head, can't find the writing, it's according to the ID card, there hasn't been a server error error",apa bagus batu jual online tolong baik msak tulis alamat terima sulit banget mencari camat ngak ketemu2 tulisanya dh sesuai ktp belum eror ganguan server
"useful, unfortunately it's complicated when printing labels, sending must be a website, package pick up, ready area, information media, information, Indonesian post office, open 7x24 hours, that area",bermanfat sayang ribet pas cetak label kirim harus website pick up paket sedia daerah informasi media informasi kantor pos indonesia buka 7x24 jam daerah tu
"please wabsate fix it, cook yesterday's cod transaction disturbance, how can the expedition be competitive",tolong wabsate perbaikilan masak ganguan transaksi cod kemarin bisa2 bagaimana saing expedisi
"use it, post office 3 has been fixed from home, the server has an error, I'm confused about the verification code, the link to the mgiro account is not valid, send an email, the image of the code using the verification code, wa valid, pungkur 3, using the online store cod, forced it to crash minus asking to print an invoice, withdraw the balance, the Indomaret post office was upgraded",pakai sudah diribetin kantor pos 3 dari rumah servernya eror saya bingung kode verifikasi hubung akun mgiro tidak valid kirim email gambar kode pakai kode verifikasi wa valid pungkur 3 pakai cod toko online paksa macet minus suruh cetak invoice tarik saldo kantor pos indomaret diupgrade
"good application, complete features, easy for baseball to send postal days between home packages, friendly people, Indonesian postal champions",aplikasi bagus fiturnya lengkap mudah pebisol kirim hari pos antar paket rumah orang ramah pos indonesia juara
"please qposin the web, it's better to qpos the application, let me go back and forth so I can see the returned transaction, go back and forth, web application, then add thermal print",tolong qposin web lebih baik qpos aplikasi biar bolak biar lihat barang retur transaksi bolak web aplikasi trus tambahin cetak thermal
"help enter the developer of the insurance label for goods, change the price of the goods, the value of the goods confuses the user so many enter",bantu masuk developher label asuransi barang ganti harga barang nilai barang membingukan penguna sekian masuk
"web order system in the post pay era, need an application to plant post pay, plant qob to order online, either lose to private boss",order web sistem jaman post pay butuh aplikasi menanam post pay menanam qob untk order sevara online baik kalah dg swasta bos
application cod users support for cod easy to use the new qob web it's easier to send coconut tangerang cod not oranger to pick up packages for wide reach for package pick up officers so no going back and forth to the post office,penguna cod aplikasi mndukung untuk cod mudah pakai web qob baru lagi mudah untuk kirim cod kelapa tangerang tidak oranger untuk pick up paket untuk luas jangkauanya untuk ptugas pick up paket jadi tidak bolak kantor pos
"after installing it runs smoothly, the application deletes the login no, the phone number, the email address, the login",habis ternstal jalan lancar sengaja aplikasi hapus login no hp alamat email login
"perfect application, copyrighted by the omnipotent, seler turnover rate with cod, download the application, thank God, turnover rate, thank you post",aplikasi sempurna cipta cipta sang maha sempurna seler tingkat omset dengan cod download aplikasi alhamdulilah omset tingkat terimakasih pos
more post 1 cod less 1 cod fund pocketed courier post waiting to be completed 1 2 3 weeks to 1 trading salary money play kulak let it go smoothly eh ente ruin a beautiful plan there are 2 cs office finished kelen try alternately 3x days keep it2 watch out for blind salary 3 return packages send pull waiting for a complaint until the fire state attacks,lebih pos 1 cod kurang 1 dana cod dikantongin kurir pos nungu dikomplen 1 2 3 mingu sampai 1 gaji dagang uang muter kulak biar lancar eh ente ngrusakin rencana indah ana 2 cs kantor selesai kelen coba bolak 3x hari tetep itu2 awas gaji buta 3 paket retur kirim tarik nungu komplen sampek negara api serang
the estimation of deliberately paying using service is already 3 how to serve 39 thousand 5 you can send the address to eat that much,estimasi sengaja bayar pakai layan sudah 3 bagaimana layan 39 ribu 5 kamu jarak kirim alamat tuju makan segitu
"just bad, postal indonesia is good qposin it's clear that the process is complete, the cod money is fast, the process of selling back is bad, it's finished, it's clear, send an update, the item is received by the costamer, but it's clearly finished, it's really bad",baru parah pos indonesia bagus qposin terang proses selesai uang cod cepat proses seler mundur parah habis terang kirim updet barang terima costamer tapi terang selesai parah parah
"boss, the sub-district head of Blimbingsari, Banyuwangi Regency, sleep, dev, did you tell me to cook, google it, it's been updated in the field, so postal tasks are complicated, like jnt, leaving information on order receipts, already data, if new management sucks",bos camat blimbingsari kabupaten banyuwangi tidur dev apa suruh masak digogle udh update lapang begitu tugas pos ribet kayak jnt tingal informasi no resi order udh data kalau management baharu tuh payah
"when you order heavy traffic, plant gaskets so you can be reliable in sending a year's gift ok",pas pesan trafik padat tanam paking jadi andal bisnis kirim hadiah tahun ok
"what error log in failed nope ma gmail, what is this, please, can it be used for a lot of people",apa eror log in gagal nope ma gmail deh ini apa tolong baik bisa dipake bermanfat banyak org
"the application uses a good ui, sir, the dl application is good, please bug",aplikasi pakai ui bagus mas aplikasi dl tolong baik bug
use better results qob please don't have many applications please simple easy online the pandemic season is really hard,pakai hasil lebih baik qob tolong donk bumn banyak aplikasi tolong simple mudah online musim pandemi sunguh susah
"the posaja application is a hassle at home during the pandemic when the application is ready, thank you posaja forward pt posindonesia",batu aplikasi posaja repot repot rumah sat pandemi sat sedia aplikasi terima kasih posaja maju pt posindonesia
"help trade, pay for cod, courier, fast rate, delivery is lost, private, thanks pt pos",bantu dagang bayar cod kurir tingkat cepat pengirimanya kalah am swasta terimakasih pt pos
"selling and selling using the cod system using the postal system but it's complicated, it's not practical, it's not practical to order, it's difficult to open a web application, it's hard to get the email password wrong, the web doesn't copy and paste, retype the manual, it's dark, please 1 order application, track the package, check shipping costs, it's practical like clo",jual jual pakai sistem cod pakai pos tapi ribet enga praktis order buka aplikasi web web susah salah2 email paswordnya web enga copas ketik2 ulang manual kelam tolong 1aplikasi order lacak paket cek ongkos kirim dl praktis seperti clo
complicated process of cod post office notification of changing cod delivery qposinaja information complicated sending cod printing cafe invoices or what makes it difficult for cod to send goods,ribet proses cod kantor pos pemberitahuan ubah cod anterin qposinaja informasi ribet kirim cod cetak invoice warnet atau apa bikin repot cod kirim barang
"Still, log in data, click recover account, verification code, send wa email, it's bad, please fix the application",sih data log in klik pulih akun kode verifikasi kirim wa email jelek sih aplikasi tolong benah
"smooth, why is it suddenly so hard to log in, it's so hard to get an error",lancar kenapa tiba2 nga untuk log in susah banget eror
"It's getting more modern, it's hard to just log in with a scan of a phone number, registered email, using complicated, complicated, complicated, forced to change couriers. Delivery system, regulate discipline, so use Indonesian postal clothes, play with your own pleasure, discipline, send over the estimated limit, of course, compensation items, bullshit, delete the application",bangke tambah modern susah tingal log in pke scan nomor telepon trdaftar email pakai ribet ruwet greget trpaksa pindah kurir pngiriman system atur disiplin mkanya pke baju pos indonesia main senak sendiri disiplin kirim lewat batas estimasi tentu barang ganti rugi omong kosong delete aplikasi
"good bug when I check the tariff, go to the login menu, thank you",baik bug sat cek tarif pasu tuju out menu login terima kasih
"september transaction, cod money, when checking bankrupt complaints, cod uses this post, it loses local courier courier, thousand local courier costs, cod funds, talang cod, postal funds have been complicated to minimize mistakes, no money. lousy",transaksi september uang cod kalau cek komplain bangkrut cod pakai pos ini kalah kurir kurir lokal ribu ongkos kirim kurir lokal cod dana talang cod pos uda aplikasi ribet tuju meminimalisir salah tidak duit saya komplain ribet banget mesti masukkan no ono kucrut sistem cangih dana cod otomatis enga hilang payah
"help open a post office check prices, track delivery in an easy application",bantu buka kantor pos cek harga lacak kirim dl aplikasi mudah
"download list of accounts, track receipt numbers on 1 1 2021 until 13 1 2021, track not found website until apk works bad package tracking application website",download daftar akun lacak nomer resi tanggal 1 1 2021 smpai tanggal 13 1 2021 lacak not found website smpai apk kerja tracking paket buruk website aplikasi
"it's bad that the delivery notification appears late in the afternoon, the delivery is in the morning, so it's aborted, just send the day what are you doing if the package doesn't arrive",parah pemberitahuan deliverynya terlambat muncul sore deliverynya jam pagi deh gitu digagalin melulu kirim hari sedang apa kalau paket deh delivery tidak nyampe nyampe
it's hard to uninstall but can get a web password it's difficult the application is confused,sulit uninstal tapi bisa bisa pasword web sulit aplikasi bingung
"Please fix the traffic jam, if you check the traffic rate, the customer service application accepts phone calls, 161 responds satisfactorily",tolong benah luncur macet kalau cek tarif trafic padat aplikasi costumer service terima adu telepon 161 tangap muas
disappointed that the customer's slow hand complained because it didn't match the estimate,kecewa tangan lambat cust yng komplain gara2 sana tidak sesuai estimasi
"qposin application easy transactions, suggestions, features, easy transactions, young people, transactions",aplikasi qposin mudah transaksi saran fitur fitur mudah kaum muda transaksi
"okay, it really helps selling online like I try to check the cod of cities outside the reach of interference",oke bantu banget jual online seperti ane coba cek cod kota luar jangkau ganguan
"it's easy to send the qposin rainbow package, afraid of being tricked, easy to make it complicated, qposin the best",mudah kirim paket qposin pelang takut tipu bayar mudah ribet qposin the best
menu order massage menu please be good good application you know it's expert level,menu order pijit menu tolong baik aplikasi bagus lho ahli it tingkat
"I'm very disappointed that the package has been reversed, thrown away for 1 week, back and forth, that's why the shipping money isn't returned, you have to go forward, complete the requirements for returning the customer's money. It's complicated, you've lost money. The customer is disappointed. The shipment didn't arrive until the promise to send via money transfer service, hold the post, the rules are 14 40 you make arrangements money",kecewa berat sudah paket dibalikin buang buang sampai 1 mingu mondar mandir sudah gitu uang ongkirnya ngak dibalikin mesti aju lengkap peryaratan balikin uang customer ribet sudah rugi rugi uang customer kecewa barang kirimanya ngak sampai janji kirim via jasa kirim uang tahan pos aturanya 14 40 kamu bikin atur duit
"between posts so lazy to cook North Sumatra 5 6 please level the delivery service post expedition 2 3 it's good isn't it, I'm giving reting 1 really ruined the service 14 packages sending results 2 packages forgive me for paying postage don't think about it complicated using the application back and forth report cs bored, set it to profit so it's stumped",antar pos jadi malas masak sumut 5 6 tolong tingkat layan pengirimanya pos ekspedisi 2 3 udh bagus ngak sya kasi reting 1 benar2 hancur pelayananya 14 paket kirim hasil 2 paket ampun bayar ongkos kirim mikir2 ngak ribet pakai aplikasi bolak lapor cs bosen atur dapat untung jadi buntung
"send complicated items, pick up packages, pay for instant post, plus ok 3 hours, delivery has arrived, friend",kirim barang ribet surat paket jemput bayar pos instan plus ok 3 jam kirim udh nyampe ongkos kirim sahabat
"login validation no account no validation wait for the gal to appear strange, how come it's so sophisticated",validasi masuk no rek no validasi tungu gal muncul aneh kok cangih sich
"Where can I register, where is the notification code, Mamah, I sent the package far away, I wrote a message received, received anything, help is in charge",dftr bisa2 mana code notifikasi mamah udh kirim paket jauh2 saya tulisanya pesan terima nrima apa2 bantuanya bertangung cok
"please the application is not complicated, how much do you have to pay to replace the siper, it must be complicated, please go back to the rich application",tolong aplikasi sama ribet tidak total berapa harus bayar ganti sipernya harus ribet tolong kembali aplikasi kaya
help using the cod system easy service okay thank you post success,bantu mengunakan sistem cod mudah layan oke terimakasih pos sukses
"the application needs a baseball for cod money transactions, 1 item account finished, jos lemper",aplikasi butuh pebisol untuk transaksi uang cod rekening 1 barang selesai pokok jos lemper
good application complete delivery status completed payment not yet checking application sending,bagus aplikasi lengkap status kirim selesai bayar belum aplikasi ngecek kirim
business receipt status falid fast accurate don't check home receipt items empty data small receipt,usaha setatus resi falid cepat akurat jngan barang cek resi rumah kosong data kece resi
"this is a booking application for web bookings, this application generates a web password",ini aplikasi boking guna boking web ini aplikasi generate pasword web hm buka bagus kacau ini aplikasi
"original profit, making a loss, receiving the money, transferring the courier, the level of giving the post, making a bad name",asli untung bikin rugi barang terima uang dintransfer transfer kurir tingkat kasi pos bikin jelek nama
"other postal couriers, please cooperate in selling online, complain about rainbows, because the delivery is very fast, bogor 3 6 astagfirulah",kurir pos lai tolong kerjasama jual online komplain pelang gara2 kirim bngt udh kilat loh bogor 3 6 astagfirulah
"you are a qposin pgm application, so the application might be easy to add to the process of depositing funds, whether state-owned enterprises or private sector lose",anda ini aplikasi qposin pgm jadin aplikasi mungkin jadi mudah tambah proses setor dana ny baik bumn kalah swasta
"I used the post, I was really disappointed, yes, the item was sent to the post for the next day but never confirmed, then in order to give the number, I received the item, also tried 1 pcs.",pakai pos kecewa banget iya barang brhari pos tuju tapi tidak prnah konfirmasi trus guna memberikan nmor terima coba barang juga 1 pcs
